Run,Step,Agent,Episode Length
2,20,Lim,3.96
2,20,Ko,3.92
2,21,Lee,4.0
2,21,Shin,4.0
2,21,Kang,3.72
2,21,Lim,4.0
2,21,Ko,3.9
2,22,Lee,4.0
2,22,Shin,4.0
2,22,Kang,3.64
2,22,Lim,4.0
2,22,Ko,3.9
2,23,Lee,4.0
2,23,Shin,4.0
2,23,Kang,3.56
2,23,Lim,4.0
2,23,Ko,3.84
2,24,Lee,4.0
2,24,Shin,4.0
2,24,Kang,3.88
2,24,Lim,3.96
2,24,Ko,3.82
2,25,Lee,4.0
2,25,Shin,4.0
2,25,Kang,3.7
2,25,Lim,4.0
2,25,Ko,3.68
2,26,Lee,4.0
2,26,Shin,4.0
2,26,Kang,3.84
2,26,Lim,4.0
2,26,Ko,3.9
2,27,Lee,4.0
2,27,Shin,4.0
2,27,Kang,3.58
2,27,Lim,3.98
2,27,Ko,3.84
2,28,Lee,4.0
2,28,Shin,4.0
2,28,Kang,3.76
2,28,Lim,3.98
2,28,Ko,3.8
2,29,Lee,4.0
2,29,Shin,4.0
2,29,Kang,3.74
2,29,Lim,4.0
2,29,Ko,3.8
2,30,Lee,4.0
2,30,Shin,4.0
2,30,Kang,3.52
2,30,Lim,3.96
2,30,Ko,3.88
2,31,Lee,4.0
2,31,Shin,4.0
2,31,Kang,3.72
2,31,Lim,4.0
2,31,Ko,3.78
2,32,Lee,4.0
2,32,Shin,4.0
2,32,Kang,3.7
2,32,Lim,4.0
2,32,Ko,3.84
2,33,Lee,4.0
2,33,Shin,4.0
2,33,Kang,3.7
2,33,Lim,4.0
2,33,Ko,3.86
2,34,Lee,4.0
2,34,Shin,4.0
2,34,Kang,3.8
2,34,Lim,4.0
2,34,Ko,3.84
2,35,Lee,4.0
2,35,Shin,4.0
2,35,Kang,3.7
2,35,Lim,4.0
2,35,Ko,3.78
2,36,Lee,4.0
2,36,Shin,4.0
2,36,Kang,3.58
2,36,Lim,4.0
2,36,Ko,3.8
2,37,Lee,4.0
2,37,Shin,4.0
2,37,Kang,3.82
2,37,Lim,4.0
2,37,Ko,3.66
2,38,Lee,4.0
2,38,Shin,4.0
2,38,Kang,3.76
2,38,Lim,4.0
2,38,Ko,3.78
2,39,Lee,4.0
2,39,Shin,4.0
2,39,Kang,3.68
2,39,Lim,4.0
2,39,Ko,3.84
